state,incident_type,year_only
IN,Severe Storm,2005
IN,Severe Storm,2005
IN,Severe Storm,2005
IN,Severe Storm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
IL,Snowstorm,2005
UT,Severe Storm,2005
UT,Severe Storm,2005
HI,Severe Storm,2005
WV,Severe Storm,2005
WV,Severe Storm,2005
WV,Severe Storm,2005
WV,Severe Storm,2005
WV,Severe Storm,2005
WV,Severe Storm,2005
CA,Severe Storm,2005
CA,Severe Storm,2005
CA,Severe Storm,2005
CA,Severe Storm,2005
CA,Severe Storm,2005
CA,Severe Storm,2005
CA,Severe Storm,2005
CA,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
KY,Snowstorm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
OH,Severe Storm,2005
RI,Snowstorm,2005
RI,Snowstorm,2005
RI,Snowstorm,2005
RI,Snowstorm,2005
RI,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
MA,Snowstorm,2005
MA,Snowstorm,2005
MA,Snowstorm,2005
MA,Snowstorm,2005
MA,Snowstorm,2005
MA,Snowstorm,2005
MA,Snowstorm,2005
MA,Snowstorm,2005
MA,Snowstorm,2005
MA,Snowstorm,2005
MA,Snowstorm,2005
MA,Snowstorm,2005
MA,Snowstorm,2005
MA,Snowstorm,2005
CT,Snowstorm,2005
CT,Snowstorm,2005
CT,Snowstorm,2005
CT,Snowstorm,2005
CT,Snowstorm,2005
CT,Snowstorm,2005
CT,Snowstorm,2005
CT,Snowstorm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AS,Typhoon,2005
AS,Typhoon,2005
AS,Typhoon,2005
AS,Typhoon,2005
AS,Typhoon,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Snowstorm,2005
NV,Severe Storm,2005
NV,Severe Storm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
AK,Severe Storm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
PA,Severe Storm,2005
PA,Severe Storm,2005
PA,Severe Storm,2005
PA,Severe Storm,2005
PA,Severe Storm,2005
PA,Severe Storm,2005
PA,Severe Storm,2005
PA,Severe Storm,2005
PA,Severe Storm,2005
PA,Severe Storm,2005
PA,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
AZ,Severe Storm,2005
CA,Severe Storm,2005
CA,Severe Storm,2005
CA,Severe Storm,2005
CA,Severe Storm,2005
CA,Severe Storm,2005
CA,Severe Storm,2005
CA,Severe Storm,2005
SD,Fire,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NY,Severe Storm,2005
NJ,Severe Storm,2005
NJ,Severe Storm,2005
NJ,Severe Storm,2005
NJ,Severe Storm,2005
NJ,Severe Storm,2005
NJ,Severe Storm,2005
NJ,Severe Storm,2005
NJ,Severe Storm,2005
NJ,Severe Storm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
ME,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
NH,Snowstorm,2005
AZ,Fire,2005
AZ,Fire,2005
AZ,Fire,2005
AZ,Fire,2005
AZ,Fire,2005
AZ,Fire,2005
NE,Severe Storm,2005
NE,Severe Storm,2005
NE,Severe Storm,2005
NE,Severe Storm,2005
NE,Severe Storm,2005
NE,Severe Storm,2005
NE,Severe Storm,2005
NE,Severe Storm,2005
NE,Severe Storm,2005
NE,Severe Storm,2005
NE,Severe Storm,2005
NV,Fire,2005
UT,Fire,2005
ME,Severe Storm,2005
ME,Severe Storm,2005
ME,Severe Storm,2005
ME,Severe Storm,2005
ME,Severe Storm,2005
ME,Severe Storm,2005
ME,Severe Storm,2005
ME,Severe Storm,2005
ME,Severe Storm,2005
ME,Severe Storm,2005
ME,Severe Storm,2005
ME,Severe Storm,2005
ME,Severe Storm,2005
ID,Flood,2005
ID,Flood,2005
CO,Fire,2005
CO,Fire,2005
SD,Fire,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
SD,Fire,2005
NV,Fire,2005
NV,Fire,2005
NV,Fire,2005
AZ,Fire,2005
AZ,Fire,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
ND,Severe Storm,2005
SD,Severe Storm,2005
SD,Severe Storm,2005
SD,Severe Storm,2005
SD,Severe Storm,2005
SD,Severe Storm,2005
SD,Severe Storm,2005
SD,Severe Storm,2005
CA,Fire,2005
WA,Fire,2005
UT,Flood,2005
UT,Flood,2005
UT,Flood,2005
UT,Flood,2005
UT,Flood,2005
UT,Flood,2005
UT,Flood,2005
UT,Flood,2005
UT,Flood,2005
HI,Fire,2005
HI,Fire,2005
WA,Fire,2005
WA,Fire,2005
HI,Fire,2005
HI,Fire,2005
NV,Fire,2005
WY,Tornado,2005
LA,Severe Storm,2005
LA,Severe Storm,2005
LA,Severe Storm,2005
LA,Severe Storm,2005
LA,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
KS,Severe Storm,2005
OR,Fire,2005
CA,Fire,2005
CA,Fire,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
FL,Hurricane,2005
NV,Fire,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
AL,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
MS,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
LA,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
TX,Hurricane,2005
