state,declaration_date,incident_type,datetime
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CA,1997-01-04,Severe Storm,1997-01-04
CO,1997-08-01,Flood,1997-08-01
CO,1997-08-01,Flood,1997-08-01
CO,1997-08-01,Flood,1997-08-01
CO,1997-08-01,Flood,1997-08-01
CO,1997-08-01,Flood,1997-08-01
CO,1997-08-01,Flood,1997-08-01
CO,1997-08-01,Flood,1997-08-01
CO,1997-08-01,Flood,1997-08-01
CO,1997-08-01,Flood,1997-08-01
CO,1997-08-01,Flood,1997-08-01
CO,1997-08-01,Flood,1997-08-01
CO,1997-08-01,Flood,1997-08-01
CO,1997-08-01,Flood,1997-08-01
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
CA,1998-02-09,Severe Storm,1998-02-09
AR,1998-04-22,Tornado,1998-04-22
OR,1998-06-12,Flood,1998-06-12
TX,1998-06-20,Fire,1998-06-20
FL,1998-06-20,Fire,1998-06-20
FL,1998-06-20,Fire,1998-06-20
TX,1998-07-10,Fire,1998-07-10
TX,1998-08-03,Fire,1998-08-03
TX,1998-08-03,Fire,1998-08-03
TX,1998-08-03,Fire,1998-08-03
TX,1998-08-03,Fire,1998-08-03
WI,1998-08-12,Severe Storm,1998-08-12
WI,1998-08-12,Severe Storm,1998-08-12
WI,1998-08-12,Severe Storm,1998-08-12
WI,1998-08-12,Severe Storm,1998-08-12
WI,1998-08-12,Severe Storm,1998-08-12
TX,1998-09-08,Fire,1998-09-08
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
TX,1998-09-23,Severe Storm,1998-09-23
WA,1998-09-25,Fire,1998-09-25
NY,1999-01-15,Snowstorm,1999-01-15
NY,1999-01-15,Snowstorm,1999-01-15
NY,1999-01-15,Snowstorm,1999-01-15
NY,1999-01-15,Snowstorm,1999-01-15
NY,1999-01-15,Snowstorm,1999-01-15
NY,1999-01-15,Snowstorm,1999-01-15
NY,1999-01-15,Snowstorm,1999-01-15
NY,1999-01-15,Snowstorm,1999-01-15
NY,1999-01-15,Snowstorm,1999-01-15
NY,1999-01-15,Snowstorm,1999-01-15
AL,1999-01-15,Severe Storm,1999-01-15
AL,1999-01-15,Severe Storm,1999-01-15
AL,1999-01-15,Severe Storm,1999-01-15
AL,1999-01-15,Severe Storm,1999-01-15
AL,1999-01-15,Severe Storm,1999-01-15
AL,1999-01-15,Severe Storm,1999-01-15
AL,1999-01-15,Severe Storm,1999-01-15
AL,1999-01-15,Severe Storm,1999-01-15
AL,1999-01-15,Severe Storm,1999-01-15
AL,1999-01-15,Severe Storm,1999-01-15
AL,1999-01-15,Severe Storm,1999-01-15
AL,1999-01-15,Severe Storm,1999-01-15
CA,1999-02-09,Freezing,1999-02-09
CA,1999-02-09,Freezing,1999-02-09
CA,1999-02-09,Freezing,1999-02-09
CA,1999-02-09,Freezing,1999-02-09
CA,1999-02-09,Freezing,1999-02-09
CA,1999-02-09,Freezing,1999-02-09
CA,1999-02-09,Freezing,1999-02-09
CA,1999-02-09,Freezing,1999-02-09
TX,1999-03-02,Fire,1999-03-02
FL,1999-04-19,Fire,1999-04-19
FL,1999-04-19,Fire,1999-04-19
FL,1999-04-21,Fire,1999-04-21
FL,1999-04-21,Fire,1999-04-21
FL,1999-04-21,Fire,1999-04-21
WI,1999-08-16,Flood,1999-08-16
WI,1999-08-16,Flood,1999-08-16
WI,1999-08-16,Flood,1999-08-16
WI,1999-08-16,Flood,1999-08-16
WI,1999-08-16,Flood,1999-08-16
WI,1999-08-16,Flood,1999-08-16
WI,1999-08-16,Flood,1999-08-16
WI,1999-08-16,Flood,1999-08-16
WI,1999-08-16,Flood,1999-08-16
WI,1999-08-16,Flood,1999-08-16
TX,1999-08-22,Hurricane,1999-08-22
TX,1999-08-22,Hurricane,1999-08-22
TX,1999-08-22,Hurricane,1999-08-22
TX,1999-08-22,Hurricane,1999-08-22
TX,1999-08-22,Hurricane,1999-08-22
TX,1999-08-22,Hurricane,1999-08-22
TX,1999-08-22,Hurricane,1999-08-22
TX,1999-08-22,Hurricane,1999-08-22
TX,1999-08-22,Hurricane,1999-08-22
TX,1999-08-22,Hurricane,1999-08-22
TX,1999-08-22,Hurricane,1999-08-22
TX,1999-08-22,Hurricane,1999-08-22
TX,1999-08-22,Hurricane,1999-08-22
NC,1999-09-01,Hurricane,1999-09-01
NC,1999-09-01,Hurricane,1999-09-01
NC,1999-09-01,Hurricane,1999-09-01
NC,1999-09-01,Hurricane,1999-09-01
NC,1999-09-01,Hurricane,1999-09-01
NC,1999-09-01,Hurricane,1999-09-01
NC,1999-09-01,Hurricane,1999-09-01
NC,1999-09-01,Hurricane,1999-09-01
NC,1999-09-01,Hurricane,1999-09-01
NC,1999-09-01,Hurricane,1999-09-01
NC,1999-09-01,Hurricane,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
CA,1999-09-01,Fire,1999-09-01
TX,1999-09-16,Fire,1999-09-16
PA,1999-09-18,Hurricane,1999-09-18
PA,1999-09-18,Hurricane,1999-09-18
PA,1999-09-18,Hurricane,1999-09-18
PA,1999-09-18,Hurricane,1999-09-18
PA,1999-09-18,Hurricane,1999-09-18
PA,1999-09-18,Hurricane,1999-09-18
PA,1999-09-18,Hurricane,1999-09-18
PA,1999-09-18,Hurricane,1999-09-18
TX,1999-09-19,Fire,1999-09-19
AZ,1999-10-15,Severe Storm,1999-10-15
AZ,1999-10-15,Severe Storm,1999-10-15
AZ,1999-10-15,Severe Storm,1999-10-15
AZ,1999-10-15,Severe Storm,1999-10-15
TX,1999-10-26,Fire,1999-10-26
TX,1999-10-26,Fire,1999-10-26
TX,2000-01-04,Fire,2000-01-04
VA,2000-02-28,Severe Storm,2000-02-28
VA,2000-02-28,Severe Storm,2000-02-28
VA,2000-02-28,Severe Storm,2000-02-28
VA,2000-02-28,Severe Storm,2000-02-28
